日付,時刻,始値,高値,安値,終値,出来高,売買代金
2017-06-19,15:00,1465.00,1465.00,1465.00,1465.00,500,732500
2017-06-19,14:55,,,,,0,0
2017-06-19,14:50,1458.00,1458.00,1458.00,1458.00,100,145800
2017-06-19,14:45,1457.00,1457.00,1457.00,1457.00,100,145700
2017-06-19,14:40,1458.00,1458.00,1458.00,1458.00,600,874800
2017-06-19,14:35,1459.00,1459.00,1459.00,1459.00,100,145900
2017-06-19,14:30,1458.00,1458.00,1458.00,1458.00,100,145800
2017-06-19,14:25,1459.00,1459.00,1459.00,1459.00,100,145900
2017-06-19,14:20,,,,,0,0
2017-06-19,14:15,,,,,0,0
2017-06-19,14:10,,,,,0,0
2017-06-19,14:05,,,,,0,0
2017-06-19,14:00,,,,,0,0
2017-06-19,13:55,1459.00,1459.00,1459.00,1459.00,100,145900
2017-06-19,13:50,,,,,0,0
2017-06-19,13:45,,,,,0,0
2017-06-19,13:40,,,,,0,0
2017-06-19,13:35,,,,,0,0
2017-06-19,13:30,1460.00,1460.00,1460.00,1460.00,100,146000
2017-06-19,13:25,,,,,0,0
2017-06-19,13:20,,,,,0,0
2017-06-19,13:15,,,,,0,0
2017-06-19,13:10,,,,,0,0
2017-06-19,13:05,,,,,0,0
2017-06-19,13:00,1464.00,1464.00,1464.00,1464.00,200,292800
2017-06-19,12:55,,,,,0,0
2017-06-19,12:50,,,,,0,0
2017-06-19,12:45,1464.00,1465.00,1464.00,1465.00,200,292900
2017-06-19,12:40,,,,,0,0
2017-06-19,12:35,,,,,0,0
2017-06-19,12:30,1458.00,1460.00,1458.00,1460.00,2200,3211800
2017-06-19,12:25,,,,,0,0
2017-06-19,12:20,,,,,0,0
2017-06-19,12:15,,,,,0,0
2017-06-19,12:10,,,,,0,0
2017-06-19,12:05,,,,,0,0
2017-06-19,12:00,,,,,0,0
2017-06-19,11:55,,,,,0,0
2017-06-19,11:50,,,,,0,0
2017-06-19,11:45,,,,,0,0
2017-06-19,11:40,,,,,0,0
2017-06-19,11:35,,,,,0,0
2017-06-19,11:30,,,,,0,0
2017-06-19,11:25,,,,,0,0
2017-06-19,11:20,1460.00,1460.00,1458.00,1458.00,300,437700
2017-06-19,11:15,1458.00,1458.00,1458.00,1458.00,200,291600
2017-06-19,11:10,,,,,0,0
2017-06-19,11:05,,,,,0,0
2017-06-19,11:00,,,,,0,0
2017-06-19,10:55,1459.00,1459.00,1458.00,1458.00,1100,1603900
2017-06-19,10:50,,,,,0,0
2017-06-19,10:45,,,,,0,0
2017-06-19,10:40,,,,,0,0
2017-06-19,10:35,,,,,0,0
2017-06-19,10:30,,,,,0,0
2017-06-19,10:25,1462.00,1462.00,1462.00,1462.00,500,731000
2017-06-19,10:20,1463.00,1463.00,1463.00,1463.00,700,1024100
2017-06-19,10:15,,,,,0,0
2017-06-19,10:10,,,,,0,0
2017-06-19,10:05,,,,,0,0
2017-06-19,10:00,,,,,0,0
2017-06-19,09:55,1462.00,1462.00,1462.00,1462.00,2000,2924000
2017-06-19,09:50,,,,,0,0
2017-06-19,09:45,,,,,0,0
2017-06-19,09:40,1462.00,1462.00,1462.00,1462.00,200,292400
2017-06-19,09:35,1463.00,1463.00,1463.00,1463.00,100,146300
2017-06-19,09:30,,,,,0,0
2017-06-19,09:25,,,,,0,0
2017-06-19,09:20,,,,,0,0
2017-06-19,09:15,1462.00,1462.00,1462.00,1462.00,100,146200
2017-06-19,09:10,1466.00,1466.00,1466.00,1466.00,1000,1466000
2017-06-19,09:05,1466.00,1466.00,1466.00,1466.00,100,146600
2017-06-19,09:00,1466.00,1468.00,1466.00,1466.00,5400,7916700
