日付,時刻,始値,高値,安値,終値,出来高,売買代金
2017-06-19,15:00,1020.00,1020.00,1020.00,1020.00,4400,4488000
2017-06-19,14:55,1040.00,1057.00,1021.00,1021.00,12700,13266300
2017-06-19,14:50,1036.00,1067.00,1015.00,1045.00,27400,28396600
2017-06-19,14:45,1071.00,1089.00,1038.00,1038.00,23900,25584100
2017-06-19,14:40,1045.00,1073.00,1045.00,1073.00,18100,19192000
2017-06-19,14:35,1044.00,1044.00,1042.00,1044.00,800,834500
2017-06-19,14:30,1033.00,1053.00,1033.00,1043.00,4000,4176000
2017-06-19,14:25,1035.00,1040.00,1026.00,1034.00,3700,3819500
2017-06-19,14:20,1050.00,1052.00,1035.00,1036.00,5300,5526200
2017-06-19,14:15,1027.00,1054.00,1024.00,1050.00,9500,9876500
2017-06-19,14:10,1017.00,1028.00,1017.00,1028.00,3200,3272000
2017-06-19,14:05,1027.00,1028.00,1011.00,1011.00,10000,10163800
2017-06-19,14:00,1027.00,1030.00,1016.00,1029.00,7900,8084200
2017-06-19,13:55,1027.00,1036.00,1022.00,1028.00,8400,8646400
2017-06-19,13:50,1058.00,1065.00,1025.00,1025.00,15300,15973600
2017-06-19,13:45,1050.00,1059.00,1050.00,1055.00,2000,2109400
2017-06-19,13:40,1053.00,1060.00,1051.00,1055.00,2300,2422100
2017-06-19,13:35,1057.00,1058.00,1050.00,1052.00,5300,5575000
2017-06-19,13:30,1066.00,1066.00,1060.00,1060.00,2400,2549300
2017-06-19,13:25,1080.00,1084.00,1065.00,1067.00,3100,3330800
2017-06-19,13:20,1055.00,1085.00,1055.00,1080.00,8800,9447700
2017-06-19,13:15,1058.00,1061.00,1050.00,1050.00,7700,8100300
2017-06-19,13:10,1060.00,1067.00,1060.00,1061.00,5600,5947700
2017-06-19,13:05,1062.00,1070.00,1050.00,1062.00,15800,16667500
2017-06-19,13:00,1075.00,1075.00,1058.00,1062.00,12700,13519500
2017-06-19,12:55,1078.00,1079.00,1070.00,1079.00,2000,2147100
2017-06-19,12:50,1068.00,1091.00,1068.00,1079.00,11300,12230200
2017-06-19,12:45,1067.00,1071.00,1058.00,1067.00,11700,12433000
2017-06-19,12:40,1083.00,1083.00,1065.00,1067.00,16500,17672000
2017-06-19,12:35,1090.00,1104.00,1071.00,1083.00,35300,38332400
2017-06-19,12:30,1086.00,1105.00,1081.00,1090.00,33900,36965500
2017-06-19,12:25,,,,,0,0
2017-06-19,12:20,,,,,0,0
2017-06-19,12:15,,,,,0,0
2017-06-19,12:10,,,,,0,0
2017-06-19,12:05,,,,,0,0
2017-06-19,12:00,,,,,0,0
2017-06-19,11:55,,,,,0,0
2017-06-19,11:50,,,,,0,0
2017-06-19,11:45,,,,,0,0
2017-06-19,11:40,,,,,0,0
2017-06-19,11:35,,,,,0,0
2017-06-19,11:30,,,,,0,0
2017-06-19,11:25,1107.00,1107.00,1101.00,1107.00,23000,25454000
2017-06-19,11:20,,,,,0,0
2017-06-19,11:15,1107.00,1107.00,1095.00,1107.00,2500,2764900
2017-06-19,11:10,1084.00,1107.00,1078.00,1107.00,110700,122046400
2017-06-19,11:05,1016.00,1088.00,1016.00,1084.00,53000,55574100
2017-06-19,11:00,971.00,1015.00,971.00,1015.00,16400,16355700
2017-06-19,10:55,971.00,994.00,971.00,982.00,6300,6217700
2017-06-19,10:50,965.00,968.00,961.00,968.00,1400,1352100
2017-06-19,10:45,962.00,962.00,961.00,961.00,500,480600
2017-06-19,10:40,954.00,972.00,954.00,967.00,7300,7038800
2017-06-19,10:35,937.00,955.00,937.00,953.00,6400,6057700
2017-06-19,10:30,937.00,937.00,937.00,937.00,100,93700
2017-06-19,10:25,936.00,937.00,935.00,937.00,700,655400
2017-06-19,10:20,939.00,939.00,939.00,939.00,100,93900
2017-06-19,10:15,935.00,939.00,935.00,938.00,500,468600
2017-06-19,10:10,934.00,936.00,933.00,935.00,1800,1681700
2017-06-19,10:05,935.00,935.00,933.00,934.00,400,373600
2017-06-19,10:00,935.00,944.00,935.00,935.00,1400,1313600
2017-06-19,09:55,954.00,954.00,930.00,930.00,8000,7528300
2017-06-19,09:50,953.00,953.00,952.00,953.00,700,667000
2017-06-19,09:45,947.00,959.00,947.00,959.00,3900,3710000
2017-06-19,09:40,940.00,947.00,940.00,946.00,4700,4426900
2017-06-19,09:35,938.00,940.00,938.00,938.00,1400,1314700
2017-06-19,09:30,941.00,941.00,934.00,934.00,2700,2531600
2017-06-19,09:25,942.00,947.00,941.00,941.00,4200,3961300
2017-06-19,09:20,964.00,964.00,942.00,942.00,7100,6753300
2017-06-19,09:15,973.00,973.00,964.00,966.00,4700,4548600
2017-06-19,09:10,985.00,985.00,971.00,971.00,3000,2942000
2017-06-19,09:05,988.00,991.00,971.00,985.00,4600,4501300
2017-06-19,09:00,955.00,999.00,955.00,988.00,28300,27431300
