日付,時刻,始値,高値,安値,終値,出来高,売買代金
2017-06-19,15:30,,,,,0,0
2017-06-19,15:25,,,,,0,0
2017-06-19,15:20,,,,,0,0
2017-06-19,15:15,,,,,0,0
2017-06-19,15:10,,,,,0,0
2017-06-19,15:05,,,,,0,0
2017-06-19,15:00,,,,,0,0
2017-06-19,14:55,,,,,0,0
2017-06-19,14:50,864.00,864.00,864.00,864.00,100,86400
2017-06-19,14:45,864.00,864.00,864.00,864.00,100,86400
2017-06-19,14:40,863.00,865.00,863.00,863.00,700,604500
2017-06-19,14:35,865.00,865.00,865.00,865.00,100,86500
2017-06-19,14:30,,,,,0,0
2017-06-19,14:25,865.00,865.00,863.00,863.00,500,431700
2017-06-19,14:20,,,,,0,0
2017-06-19,14:15,864.00,864.00,864.00,864.00,200,172800
2017-06-19,14:10,,,,,0,0
2017-06-19,14:05,864.00,864.00,864.00,864.00,200,172800
2017-06-19,14:00,864.00,864.00,864.00,864.00,300,259200
2017-06-19,13:55,868.00,868.00,868.00,868.00,100,86800
2017-06-19,13:50,,,,,0,0
2017-06-19,13:45,,,,,0,0
2017-06-19,13:40,,,,,0,0
2017-06-19,13:35,,,,,0,0
2017-06-19,13:30,,,,,0,0
2017-06-19,13:25,,,,,0,0
2017-06-19,13:20,,,,,0,0
2017-06-19,13:15,870.00,870.00,870.00,870.00,100,87000
2017-06-19,13:10,,,,,0,0
2017-06-19,13:05,,,,,0,0
2017-06-19,13:00,,,,,0,0
2017-06-19,12:55,,,,,0,0
2017-06-19,12:50,,,,,0,0
2017-06-19,12:45,,,,,0,0
2017-06-19,12:40,,,,,0,0
2017-06-19,12:35,875.00,878.00,874.00,878.00,500,437500
2017-06-19,12:30,875.00,875.00,875.00,875.00,1600,1400000
2017-06-19,12:25,,,,,0,0
2017-06-19,12:20,,,,,0,0
2017-06-19,12:15,,,,,0,0
2017-06-19,12:10,,,,,0,0
2017-06-19,12:05,,,,,0,0
2017-06-19,12:00,,,,,0,0
2017-06-19,11:55,,,,,0,0
2017-06-19,11:50,,,,,0,0
2017-06-19,11:45,,,,,0,0
2017-06-19,11:40,,,,,0,0
2017-06-19,11:35,,,,,0,0
2017-06-19,11:30,877.00,877.00,877.00,877.00,100,87700
2017-06-19,11:25,,,,,0,0
2017-06-19,11:20,868.00,875.00,868.00,875.00,800,697800
2017-06-19,11:15,,,,,0,0
2017-06-19,11:10,,,,,0,0
2017-06-19,11:05,,,,,0,0
2017-06-19,11:00,,,,,0,0
2017-06-19,10:55,,,,,0,0
2017-06-19,10:50,865.00,865.00,865.00,865.00,100,86500
2017-06-19,10:45,,,,,0,0
2017-06-19,10:40,,,,,0,0
2017-06-19,10:35,,,,,0,0
2017-06-19,10:30,863.00,869.00,863.00,869.00,400,346600
2017-06-19,10:25,,,,,0,0
2017-06-19,10:20,,,,,0,0
2017-06-19,10:15,,,,,0,0
2017-06-19,10:10,,,,,0,0
2017-06-19,10:05,862.00,862.00,862.00,862.00,100,86200
2017-06-19,10:00,,,,,0,0
2017-06-19,09:55,866.00,867.00,866.00,867.00,200,173300
2017-06-19,09:50,866.00,866.00,866.00,866.00,300,259800
2017-06-19,09:45,,,,,0,0
2017-06-19,09:40,,,,,0,0
2017-06-19,09:35,867.00,867.00,862.00,862.00,500,432000
2017-06-19,09:30,870.00,870.00,870.00,870.00,100,87000
2017-06-19,09:25,,,,,0,0
2017-06-19,09:20,,,,,0,0
2017-06-19,09:15,864.00,875.00,864.00,875.00,800,694500
2017-06-19,09:10,,,,,0,0
2017-06-19,09:05,,,,,0,0
2017-06-19,09:00,873.00,873.00,865.00,865.00,1300,1134100
