日付,時刻,始値,高値,安値,終値,出来高,売買代金
2017-06-19,15:30,,,,,0,0
2017-06-19,15:25,,,,,0,0
2017-06-19,15:20,,,,,0,0
2017-06-19,15:15,,,,,0,0
2017-06-19,15:10,,,,,0,0
2017-06-19,15:05,,,,,0,0
2017-06-19,15:00,,,,,0,0
2017-06-19,14:55,1216.00,1216.00,1216.00,1216.00,400,486400
2017-06-19,14:50,,,,,0,0
2017-06-19,14:45,,,,,0,0
2017-06-19,14:40,,,,,0,0
2017-06-19,14:35,,,,,0,0
2017-06-19,14:30,1215.00,1215.00,1215.00,1215.00,100,121500
2017-06-19,14:25,1215.00,1215.00,1215.00,1215.00,100,121500
2017-06-19,14:20,,,,,0,0
2017-06-19,14:15,,,,,0,0
2017-06-19,14:10,1215.00,1215.00,1215.00,1215.00,100,121500
2017-06-19,14:05,,,,,0,0
2017-06-19,14:00,,,,,0,0
2017-06-19,13:55,,,,,0,0
2017-06-19,13:50,1215.00,1215.00,1215.00,1215.00,400,486000
2017-06-19,13:45,,,,,0,0
2017-06-19,13:40,,,,,0,0
2017-06-19,13:35,,,,,0,0
2017-06-19,13:30,,,,,0,0
2017-06-19,13:25,1216.00,1216.00,1215.00,1215.00,400,486100
2017-06-19,13:20,,,,,0,0
2017-06-19,13:15,,,,,0,0
2017-06-19,13:10,,,,,0,0
2017-06-19,13:05,,,,,0,0
2017-06-19,13:00,,,,,0,0
2017-06-19,12:55,1218.00,1218.00,1218.00,1218.00,100,121800
2017-06-19,12:50,,,,,0,0
2017-06-19,12:45,,,,,0,0
2017-06-19,12:40,1218.00,1218.00,1218.00,1218.00,100,121800
2017-06-19,12:35,,,,,0,0
2017-06-19,12:30,1218.00,1218.00,1218.00,1218.00,100,121800
2017-06-19,12:25,,,,,0,0
2017-06-19,12:20,,,,,0,0
2017-06-19,12:15,,,,,0,0
2017-06-19,12:10,,,,,0,0
2017-06-19,12:05,,,,,0,0
2017-06-19,12:00,,,,,0,0
2017-06-19,11:55,,,,,0,0
2017-06-19,11:50,,,,,0,0
2017-06-19,11:45,,,,,0,0
2017-06-19,11:40,,,,,0,0
2017-06-19,11:35,,,,,0,0
2017-06-19,11:30,,,,,0,0
2017-06-19,11:25,,,,,0,0
2017-06-19,11:20,,,,,0,0
2017-06-19,11:15,,,,,0,0
2017-06-19,11:10,,,,,0,0
2017-06-19,11:05,,,,,0,0
2017-06-19,11:00,,,,,0,0
2017-06-19,10:55,,,,,0,0
2017-06-19,10:50,,,,,0,0
2017-06-19,10:45,1219.00,1219.00,1219.00,1219.00,1000,1219000
2017-06-19,10:40,,,,,0,0
2017-06-19,10:35,,,,,0,0
2017-06-19,10:30,1217.00,1217.00,1210.00,1210.00,8000,9706400
2017-06-19,10:25,1218.00,1218.00,1218.00,1218.00,100,121800
2017-06-19,10:20,,,,,0,0
2017-06-19,10:15,1219.00,1220.00,1219.00,1220.00,1000,1219700
2017-06-19,10:10,1219.00,1219.00,1219.00,1219.00,100,121900
2017-06-19,10:05,,,,,0,0
2017-06-19,10:00,,,,,0,0
2017-06-19,09:55,,,,,0,0
2017-06-19,09:50,,,,,0,0
2017-06-19,09:45,,,,,0,0
2017-06-19,09:40,,,,,0,0
2017-06-19,09:35,1217.00,1217.00,1217.00,1217.00,1200,1460400
2017-06-19,09:30,1219.00,1219.00,1217.00,1217.00,1300,1583400
2017-06-19,09:25,1218.00,1218.00,1218.00,1218.00,500,609000
2017-06-19,09:20,,,,,0,0
2017-06-19,09:15,,,,,0,0
2017-06-19,09:10,,,,,0,0
2017-06-19,09:05,,,,,0,0
2017-06-19,09:00,1220.00,1220.00,1217.00,1217.00,2700,3292700
