日付,時刻,始値,高値,安値,終値,出来高,売買代金
2017-06-19,15:00,2331.00,2331.00,2331.00,2331.00,4900,11421900
2017-06-19,14:55,2331.00,2333.00,2330.00,2332.00,2300,5363200
2017-06-19,14:50,2329.00,2332.00,2329.00,2331.00,1400,3262100
2017-06-19,14:45,2328.00,2330.00,2328.00,2329.00,1000,2328800
2017-06-19,14:40,2330.00,2330.00,2330.00,2330.00,100,233000
2017-06-19,14:35,2328.00,2329.00,2328.00,2329.00,600,1397300
2017-06-19,14:30,2328.00,2328.00,2328.00,2328.00,200,465600
2017-06-19,14:25,2330.00,2330.00,2330.00,2330.00,100,233000
2017-06-19,14:20,2327.00,2328.00,2327.00,2328.00,300,698200
2017-06-19,14:15,2327.00,2327.00,2326.00,2327.00,800,1861400
2017-06-19,14:10,2326.00,2326.00,2326.00,2326.00,100,232600
2017-06-19,14:05,,,,,0,0
2017-06-19,14:00,2332.00,2332.00,2328.00,2328.00,700,1631300
2017-06-19,13:55,,,,,0,0
2017-06-19,13:50,,,,,0,0
2017-06-19,13:45,2333.00,2334.00,2333.00,2334.00,300,700100
2017-06-19,13:40,2333.00,2333.00,2333.00,2333.00,100,233300
2017-06-19,13:35,2333.00,2333.00,2333.00,2333.00,700,1633100
2017-06-19,13:30,,,,,0,0
2017-06-19,13:25,,,,,0,0
2017-06-19,13:20,,,,,0,0
2017-06-19,13:15,,,,,0,0
2017-06-19,13:10,2333.00,2333.00,2331.00,2333.00,400,933000
2017-06-19,13:05,2331.00,2331.00,2331.00,2331.00,100,233100
2017-06-19,13:00,,,,,0,0
2017-06-19,12:55,,,,,0,0
2017-06-19,12:50,2332.00,2332.00,2332.00,2332.00,100,233200
2017-06-19,12:45,2327.00,2328.00,2326.00,2328.00,700,1628800
2017-06-19,12:40,,,,,0,0
2017-06-19,12:35,2325.00,2331.00,2325.00,2331.00,1300,3024700
2017-06-19,12:30,2324.00,2327.00,2323.00,2325.00,1800,4183300
2017-06-19,12:25,,,,,0,0
2017-06-19,12:20,,,,,0,0
2017-06-19,12:15,,,,,0,0
2017-06-19,12:10,,,,,0,0
2017-06-19,12:05,,,,,0,0
2017-06-19,12:00,,,,,0,0
2017-06-19,11:55,,,,,0,0
2017-06-19,11:50,,,,,0,0
2017-06-19,11:45,,,,,0,0
2017-06-19,11:40,,,,,0,0
2017-06-19,11:35,,,,,0,0
2017-06-19,11:30,,,,,0,0
2017-06-19,11:25,2324.00,2324.00,2324.00,2324.00,100,232400
2017-06-19,11:20,2326.00,2326.00,2326.00,2326.00,100,232600
2017-06-19,11:15,2326.00,2327.00,2326.00,2327.00,200,465300
2017-06-19,11:10,,,,,0,0
2017-06-19,11:05,2326.00,2326.00,2326.00,2326.00,100,232600
2017-06-19,11:00,,,,,0,0
2017-06-19,10:55,,,,,0,0
2017-06-19,10:50,2331.00,2331.00,2329.00,2329.00,400,932200
2017-06-19,10:45,2332.00,2332.00,2332.00,2332.00,200,466400
2017-06-19,10:40,2332.00,2332.00,2332.00,2332.00,200,466400
2017-06-19,10:35,2331.00,2331.00,2331.00,2331.00,100,233100
2017-06-19,10:30,2327.00,2330.00,2327.00,2330.00,800,1862700
2017-06-19,10:25,2329.00,2329.00,2327.00,2327.00,300,698500
2017-06-19,10:20,2332.00,2332.00,2324.00,2330.00,1500,3491800
2017-06-19,10:15,2335.00,2335.00,2332.00,2332.00,600,1399900
2017-06-19,10:10,,,,,0,0
2017-06-19,10:05,2335.00,2338.00,2335.00,2338.00,500,1167800
2017-06-19,10:00,,,,,0,0
2017-06-19,09:55,2332.00,2332.00,2332.00,2332.00,100,233200
2017-06-19,09:50,2338.00,2338.00,2334.00,2334.00,600,1402000
2017-06-19,09:45,,,,,0,0
2017-06-19,09:40,,,,,0,0
2017-06-19,09:35,2336.00,2338.00,2336.00,2338.00,400,934600
2017-06-19,09:30,2338.00,2338.00,2337.00,2337.00,600,1402500
2017-06-19,09:25,2340.00,2340.00,2338.00,2338.00,500,1169400
2017-06-19,09:20,2334.00,2341.00,2334.00,2341.00,600,1402300
2017-06-19,09:15,2335.00,2335.00,2329.00,2333.00,1300,3030400
2017-06-19,09:10,2323.00,2333.00,2323.00,2333.00,900,2094000
2017-06-19,09:05,2323.00,2323.00,2323.00,2323.00,100,232300
2017-06-19,09:00,2311.00,2323.00,2311.00,2323.00,1400,3239200
