日付,時刻,始値,高値,安値,終値,出来高,売買代金
2017-06-19,15:00,80700.00,80700.00,80700.00,80700.00,1,80700
2017-06-19,14:55,80800.00,80800.00,80800.00,80800.00,7,565600
2017-06-19,14:50,80800.00,80800.00,80700.00,80700.00,11,888200
2017-06-19,14:45,80800.00,80800.00,80800.00,80800.00,83,6706400
2017-06-19,14:40,80800.00,80900.00,80800.00,80800.00,31,2505900
2017-06-19,14:35,80900.00,80900.00,80800.00,80900.00,16,1293400
2017-06-19,14:30,80900.00,80900.00,80900.00,80900.00,2,161800
2017-06-19,14:25,80900.00,80900.00,80900.00,80900.00,2,161800
2017-06-19,14:20,80900.00,80900.00,80900.00,80900.00,5,404500
2017-06-19,14:15,80900.00,80900.00,80900.00,80900.00,6,485400
2017-06-19,14:10,80900.00,80900.00,80800.00,80800.00,3,242500
2017-06-19,14:05,80900.00,80900.00,80900.00,80900.00,2,161800
2017-06-19,14:00,80900.00,80900.00,80900.00,80900.00,4,323600
2017-06-19,13:55,80800.00,80800.00,80800.00,80800.00,11,888800
2017-06-19,13:50,80900.00,81000.00,80900.00,81000.00,53,4288200
2017-06-19,13:45,80900.00,80900.00,80900.00,80900.00,52,4206800
2017-06-19,13:40,80900.00,80900.00,80900.00,80900.00,6,485400
2017-06-19,13:35,,,,,0,0
2017-06-19,13:30,80900.00,80900.00,80900.00,80900.00,3,242700
2017-06-19,13:25,80900.00,81000.00,80900.00,81000.00,2,161900
2017-06-19,13:20,80900.00,80900.00,80900.00,80900.00,101,8170900
2017-06-19,13:15,80800.00,80800.00,80800.00,80800.00,1,80800
2017-06-19,13:10,80800.00,80900.00,80800.00,80900.00,15,1212600
2017-06-19,13:05,80700.00,80700.00,80600.00,80600.00,10,806800
2017-06-19,13:00,80800.00,80800.00,80800.00,80800.00,9,727200
2017-06-19,12:55,80700.00,80700.00,80700.00,80700.00,3,242100
2017-06-19,12:50,,,,,0,0
2017-06-19,12:45,80700.00,80700.00,80700.00,80700.00,22,1775400
2017-06-19,12:40,,,,,0,0
2017-06-19,12:35,80700.00,80700.00,80700.00,80700.00,35,2824500
2017-06-19,12:30,80700.00,80700.00,80700.00,80700.00,172,13880400
2017-06-19,12:25,,,,,0,0
2017-06-19,12:20,,,,,0,0
2017-06-19,12:15,,,,,0,0
2017-06-19,12:10,,,,,0,0
2017-06-19,12:05,,,,,0,0
2017-06-19,12:00,,,,,0,0
2017-06-19,11:55,,,,,0,0
2017-06-19,11:50,,,,,0,0
2017-06-19,11:45,,,,,0,0
2017-06-19,11:40,,,,,0,0
2017-06-19,11:35,,,,,0,0
2017-06-19,11:30,,,,,0,0
2017-06-19,11:25,80700.00,80700.00,80700.00,80700.00,13,1049100
2017-06-19,11:20,,,,,0,0
2017-06-19,11:15,80700.00,80700.00,80700.00,80700.00,1,80700
2017-06-19,11:10,,,,,0,0
2017-06-19,11:05,,,,,0,0
2017-06-19,11:00,80700.00,80700.00,80700.00,80700.00,35,2824500
2017-06-19,10:55,80700.00,80700.00,80700.00,80700.00,2,161400
2017-06-19,10:50,80800.00,80800.00,80800.00,80800.00,3,242400
2017-06-19,10:45,,,,,0,0
2017-06-19,10:40,80800.00,80800.00,80800.00,80800.00,1,80800
2017-06-19,10:35,,,,,0,0
2017-06-19,10:30,80800.00,80800.00,80800.00,80800.00,2,161600
2017-06-19,10:25,80700.00,80800.00,80700.00,80800.00,4,323100
2017-06-19,10:20,,,,,0,0
2017-06-19,10:15,80800.00,80800.00,80700.00,80700.00,4,323000
2017-06-19,10:10,80700.00,80800.00,80700.00,80800.00,2,161500
2017-06-19,10:05,80700.00,80700.00,80700.00,80700.00,4,322800
2017-06-19,10:00,80900.00,80900.00,80700.00,80700.00,43,3470700
2017-06-19,09:55,80700.00,80700.00,80700.00,80700.00,1,80700
2017-06-19,09:50,80700.00,80800.00,80700.00,80800.00,4,323000
2017-06-19,09:45,80800.00,80900.00,80800.00,80800.00,271,21896900
2017-06-19,09:40,80800.00,80900.00,80800.00,80900.00,95,7676300
2017-06-19,09:35,80900.00,80900.00,80800.00,80800.00,4,323400
2017-06-19,09:30,80900.00,80900.00,80900.00,80900.00,4,323600
2017-06-19,09:25,80900.00,80900.00,80900.00,80900.00,42,3397800
2017-06-19,09:20,,,,,0,0
2017-06-19,09:15,80900.00,80900.00,80900.00,80900.00,2,161800
2017-06-19,09:10,80900.00,80900.00,80800.00,80900.00,22,1779100
2017-06-19,09:05,81000.00,81000.00,80900.00,80900.00,10,809200
2017-06-19,09:00,80900.00,81000.00,80900.00,81000.00,126,10193600
